2026-04-05 13:20:03 | INFO | CI | === RUN START ===
2026-04-05 13:20:03 | INFO | CI | We must manually inspect the HTML structure to identify the fields we want to extract.
2026-04-05 13:20:03 | INFO | CI | For this arXiv page, we can extract:
- Title from <h1 class='title'>
- Authors from <div class='authors'>
- Abstract from <blockquote class='abstract'>
- Primary subject from <div class='subheader'>
- Submission date from <div class='dateline'>
- ArXiv ID from canonical link
2026-04-05 13:20:03 | INFO | CI | Replace any missing content with `unknown` to ensure all are strings.
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03a: Extract bibliographic fields (title, authors, abstract)
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Extracted title: Agents of Chaos
2026-04-05 13:20:03 | INFO | CI | Extracted authors: Natalie Shapira, Chris Wendler, Avery Yen, Gabriele Sarti, Koyena Pal, Olivia Floody, Adam Belfki, Alex Loftus, Aditya Ratan Jannali, Nikhil Prakash, Jasmine Cui, Giordano Rogers, Jannik Brinkmann, Can Rager, Amir Zur, Michael Ripa, Aruna Sankaranarayanan, David Atkinson, Rohit Gandikota, Jaden Fiotto-Kaufman, EunJeong Hwang, Hadas Orgad, P Sam Sahil, Negev Taglicht, Tomer Shabtay, Atai Ambus, Nitay Alon, Shiri Oron, Ayelet Gordon-Tapiero, Yotam Kaplan, Vered Shwartz, Tamar Rott Shaham, Christoph Riedl, Reuth Mirsky, Maarten Sap, David Manheim, Tomer Ullman, David Bau
2026-04-05 13:20:03 | INFO | CI | Extracted abstract: We report an exploratory red-teaming study of autonomous language-model-powered agents deployed in a...
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03b: Extract metadata field subjects from subheader
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Extracted subjects: Computer Science > Artificial Intelligence
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03c: Extract metadata field date from dateline
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Extracted submitted: [Submitted on 23 Feb 2026]
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03d: Extract metadata field arxiv_id from canonical link
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Extracted arxiv_id: 2602.20021
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03e: Calculate derived fields
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Calculated abstract word count: 177
2026-04-05 13:20:03 | INFO | CI | Calculated author count: 38
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 03f: Build record and create DataFrame
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Created DataFrame with 1 row and 8 columns
2026-04-05 13:20:03 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count']
2026-04-05 13:20:03 | INFO | CI | DataFrame Details
2026-04-05 13:20:03 | INFO | CI |   Title: Agents of Chaos
2026-04-05 13:20:03 | INFO | CI |   Author count: 38
2026-04-05 13:20:03 | INFO | CI |   Abstract word count: 177
2026-04-05 13:20:03 | INFO | CI |   DataFrame preview:
     arxiv_id            title                                            authors  ...                                           abstract abstract_word_count author_count
0  2602.20021  Agents of Chaos  Natalie Shapira, Chris Wendler, Avery Yen, Gab...  ...  We report an exploratory red-teaming study of ...                 177           38

[1 rows x 8 columns]
2026-04-05 13:20:03 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 13:20:03 | INFO | CI | Transformation complete.
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | SINK PATH = data\processed\case_processed.csv
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 13:20:03 | INFO | CI | Pipeline executed successfully!
2026-04-05 13:20:03 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | === RUN START ===
2026-04-05 18:07:13 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (CREWS)
2026-04-05 18:07:13 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-05 18:07:13 | INFO | CI | python=3.14.3
2026-04-05 18:07:13 | INFO | CI | os=Windows 11
2026-04-05 18:07:13 | INFO | CI | shell=powershell
2026-04-05 18:07:13 | INFO | CI | cwd=.
2026-04-05 18:07:13 | INFO | CI | github_actions=False
2026-04-05 18:07:13 | INFO | CI | START PIPELINE (crews)
2026-04-05 18:07:13 | INFO | CI | ROOT_PATH = .
2026-04-05 18:07:13 | INFO | CI | DATA_PATH = data
2026-04-05 18:07:13 | INFO | CI | RAW_PATH = data\raw
2026-04-05 18:07:13 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-05 18:07:13 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-05 18:07:13 | INFO | CI | SINK PATH = data\raw\crews_raw.html
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | STAGE 02: VALIDATE starting (crews)...
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-05 18:07:13 | INFO | CI | Top-level type: BeautifulSoup
2026-04-05 18:07:13 | INFO | CI | Top-level elements: ['html']
2026-04-05 18:07:13 | INFO | CI | VALIDATE: Title found: True
2026-04-05 18:07:13 | INFO | CI | VALIDATE: Authors found: True
2026-04-05 18:07:13 | INFO | CI | VALIDATE: Abstract found: True
2026-04-05 18:07:13 | INFO | CI | VALIDATE: Subjects found: True
2026-04-05 18:07:13 | INFO | CI | VALIDATE: Dateline found: True
2026-04-05 18:07:13 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-05 18:07:13 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | STAGE 03: TRANSFORM starting (crews)...
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | Created DataFrame with 1 row and 8 columns
2026-04-05 18:07:13 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count']
2026-04-05 18:07:13 | INFO | CI | DataFrame preview:
     arxiv_id            title                                            authors  ...                                           abstract abstract_word_count author_count
0  2602.20021  Agents of Chaos  Natalie Shapira, Chris Wendler, Avery Yen, Gab...  ...  We report an exploratory red-teaming study of ...                 177           38

[1 rows x 8 columns]
2026-04-05 18:07:13 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 18:07:13 | INFO | CI | Transformation complete.
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | SINK PATH = data\processed\crews_processed.csv
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:07:13 | INFO | CI | Pipeline executed successfully! (crews)
2026-04-05 18:07:13 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | === RUN START ===
2026-04-05 18:12:04 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (CREWS)
2026-04-05 18:12:04 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-05 18:12:04 | INFO | CI | python=3.14.3
2026-04-05 18:12:04 | INFO | CI | os=Windows 11
2026-04-05 18:12:04 | INFO | CI | shell=powershell
2026-04-05 18:12:04 | INFO | CI | cwd=.
2026-04-05 18:12:04 | INFO | CI | github_actions=False
2026-04-05 18:12:04 | INFO | CI | START PIPELINE (crews)
2026-04-05 18:12:04 | INFO | CI | ROOT_PATH = .
2026-04-05 18:12:04 | INFO | CI | DATA_PATH = data
2026-04-05 18:12:04 | INFO | CI | RAW_PATH = data\raw
2026-04-05 18:12:04 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-05 18:12:04 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-05 18:12:04 | INFO | CI | SINK PATH = data\raw\crews_raw.html
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | STAGE 02: VALIDATE starting (crews)...
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-05 18:12:04 | INFO | CI | Top-level type: BeautifulSoup
2026-04-05 18:12:04 | INFO | CI | Top-level elements: ['html']
2026-04-05 18:12:04 | INFO | CI | VALIDATE: Title found: True
2026-04-05 18:12:04 | INFO | CI | VALIDATE: Authors found: True
2026-04-05 18:12:04 | INFO | CI | VALIDATE: Abstract found: True
2026-04-05 18:12:04 | INFO | CI | VALIDATE: Subjects found: True
2026-04-05 18:12:04 | INFO | CI | VALIDATE: Dateline found: True
2026-04-05 18:12:04 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-05 18:12:04 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | STAGE 03: TRANSFORM starting (crews)...
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | Created DataFrame with 1 row and 10 columns
2026-04-05 18:12:04 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count', 'crews_p4_pdf_url', 'crews_p4_primary_subject_code']
2026-04-05 18:12:04 | INFO | CI | DataFrame preview:
     arxiv_id            title                                            authors                                    subjects  ... abstract_word_count author_count  crews_p4_pdf_url  crews_p4_primary_subject_code
0  2602.20021  Agents of Chaos  Natalie Shapira, Chris Wendler, Avery Yen, Gab...  Computer Science > Artificial Intelligence  ...                 177           38           unknown                        unknown

[1 rows x 10 columns]
2026-04-05 18:12:04 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 18:12:04 | INFO | CI | Transformation complete.
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | SINK PATH = data\processed\crews_processed.csv
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:12:04 | INFO | CI | Pipeline executed successfully! (crews)
2026-04-05 18:12:04 | INFO | CI | ========================
2026-04-05 18:22:49 | INFO | CI | === RUN START ===
2026-04-05 18:22:49 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (CREWS_P4)
2026-04-05 18:22:49 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-05 18:22:49 | INFO | CI | python=3.14.3
2026-04-05 18:22:49 | INFO | CI | os=Windows 11
2026-04-05 18:22:49 | INFO | CI | shell=powershell
2026-04-05 18:22:49 | INFO | CI | cwd=.
2026-04-05 18:22:49 | INFO | CI | github_actions=False
2026-04-05 18:22:49 | INFO | CI | START PIPELINE (crews_p4)
2026-04-05 18:22:49 | INFO | CI | ROOT_PATH = .
2026-04-05 18:22:49 | INFO | CI | DATA_PATH = data
2026-04-05 18:22:49 | INFO | CI | RAW_PATH = data\raw
2026-04-05 18:22:49 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-05 18:22:49 | INFO | CI | ========================
2026-04-05 18:22:49 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-05 18:22:49 | INFO | CI | ========================
2026-04-05 18:22:49 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-05 18:22:50 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-05 18:22:50 | INFO | CI | SINK PATH = data\raw\crews_p4_raw.html
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | STAGE 02: VALIDATE starting (crews_p4)...
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-05 18:22:50 | INFO | CI | Top-level type: BeautifulSoup
2026-04-05 18:22:50 | INFO | CI | Top-level elements: ['html']
2026-04-05 18:22:50 | INFO | CI | VALIDATE: Title found: True
2026-04-05 18:22:50 | INFO | CI | VALIDATE: Authors found: True
2026-04-05 18:22:50 | INFO | CI | VALIDATE: Abstract found: True
2026-04-05 18:22:50 | INFO | CI | VALIDATE: Subjects found: True
2026-04-05 18:22:50 | INFO | CI | VALIDATE: Dateline found: True
2026-04-05 18:22:50 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-05 18:22:50 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | STAGE 03: TRANSFORM starting (crews_p4)...
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | DEBUG: subjects field raw value: Computer Science > Artificial Intelligence
2026-04-05 18:22:50 | INFO | CI | Created DataFrame with 1 row and 10 columns
2026-04-05 18:22:50 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count', 'crews_p4_pdf_url', 'crews_p4_primary_subject_code']
2026-04-05 18:22:50 | INFO | CI | DataFrame preview:
     arxiv_id            title                                            authors  ... author_count                  crews_p4_pdf_url crews_p4_primary_subject_code
0  2602.20021  Agents of Chaos  Natalie Shapira, Chris Wendler, Avery Yen, Gab...  ...           38  https://arxiv.org/pdf/2602.20021                       unknown

[1 rows x 10 columns]
2026-04-05 18:22:50 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 18:22:50 | INFO | CI | Transformation complete.
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | SINK PATH = data\processed\crews_p4_processed.csv
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:22:50 | INFO | CI | Pipeline executed successfully! (crews_p4)
2026-04-05 18:22:50 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | === RUN START ===
2026-04-05 18:23:46 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (CREWS_P4)
2026-04-05 18:23:46 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-05 18:23:46 | INFO | CI | python=3.14.3
2026-04-05 18:23:46 | INFO | CI | os=Windows 11
2026-04-05 18:23:46 | INFO | CI | shell=powershell
2026-04-05 18:23:46 | INFO | CI | cwd=.
2026-04-05 18:23:46 | INFO | CI | github_actions=False
2026-04-05 18:23:46 | INFO | CI | START PIPELINE (crews_p4)
2026-04-05 18:23:46 | INFO | CI | ROOT_PATH = .
2026-04-05 18:23:46 | INFO | CI | DATA_PATH = data
2026-04-05 18:23:46 | INFO | CI | RAW_PATH = data\raw
2026-04-05 18:23:46 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/2602.20021
2026-04-05 18:23:46 | INFO | CI | SOURCE URL = https://arxiv.org/abs/2602.20021
2026-04-05 18:23:46 | INFO | CI | SINK PATH = data\raw\crews_p4_raw.html
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | STAGE 02: VALIDATE starting (crews_p4)...
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-05 18:23:46 | INFO | CI | Top-level type: BeautifulSoup
2026-04-05 18:23:46 | INFO | CI | Top-level elements: ['html']
2026-04-05 18:23:46 | INFO | CI | VALIDATE: Title found: True
2026-04-05 18:23:46 | INFO | CI | VALIDATE: Authors found: True
2026-04-05 18:23:46 | INFO | CI | VALIDATE: Abstract found: True
2026-04-05 18:23:46 | INFO | CI | VALIDATE: Subjects found: True
2026-04-05 18:23:46 | INFO | CI | VALIDATE: Dateline found: True
2026-04-05 18:23:46 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-05 18:23:46 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | STAGE 03: TRANSFORM starting (crews_p4)...
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | DEBUG: subjects field raw value: Artificial Intelligence (cs.AI)
2026-04-05 18:23:46 | INFO | CI | Created DataFrame with 1 row and 10 columns
2026-04-05 18:23:46 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count', 'crews_p4_pdf_url', 'crews_p4_primary_subject_code']
2026-04-05 18:23:46 | INFO | CI | DataFrame preview:
     arxiv_id            title                                            authors                         subjects  ... abstract_word_count author_count                  crews_p4_pdf_url  crews_p4_primary_subject_code
0  2602.20021  Agents of Chaos  Natalie Shapira, Chris Wendler, Avery Yen, Gab...  Artificial Intelligence (cs.AI)  ...                 177           38  https://arxiv.org/pdf/2602.20021                          cs.AI

[1 rows x 10 columns]
2026-04-05 18:23:46 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 18:23:46 | INFO | CI | Transformation complete.
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | SINK PATH = data\processed\crews_p4_processed.csv
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:23:46 | INFO | CI | Pipeline executed successfully! (crews_p4)
2026-04-05 18:23:46 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | === RUN START ===
2026-04-05 18:52:40 | INFO | CI | project=Module 5: EVTL PIPELINE - WEB DOCUMENTS (CREWS_P5)
2026-04-05 18:52:40 | INFO | CI | repo_dir=nlp-05-web-documents
2026-04-05 18:52:40 | INFO | CI | python=3.14.3
2026-04-05 18:52:40 | INFO | CI | os=Windows 11
2026-04-05 18:52:40 | INFO | CI | shell=powershell
2026-04-05 18:52:40 | INFO | CI | cwd=.
2026-04-05 18:52:40 | INFO | CI | github_actions=False
2026-04-05 18:52:40 | INFO | CI | START PIPELINE (crews_p5)
2026-04-05 18:52:40 | INFO | CI | ROOT_PATH = .
2026-04-05 18:52:40 | INFO | CI | DATA_PATH = data
2026-04-05 18:52:40 | INFO | CI | RAW_PATH = data\raw
2026-04-05 18:52:40 | INFO | CI | PROCESSED_PATH = data\processed
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | STAGE 01: EXTRACT starting... 
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | EXTRACT: Fetching HTML from https://arxiv.org/abs/1706.03762
2026-04-05 18:52:40 | INFO | CI | SOURCE URL = https://arxiv.org/abs/1706.03762
2026-04-05 18:52:40 | INFO | CI | SINK PATH = data\raw\crews_p5_raw.html
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | STAGE 02: VALIDATE starting (crews_p5)...
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | HTML STRUCTURE INSPECTION:
2026-04-05 18:52:40 | INFO | CI | Top-level type: BeautifulSoup
2026-04-05 18:52:40 | INFO | CI | Top-level elements: ['html']
2026-04-05 18:52:40 | INFO | CI | VALIDATE: Title found: True
2026-04-05 18:52:40 | INFO | CI | VALIDATE: Authors found: True
2026-04-05 18:52:40 | INFO | CI | VALIDATE: Abstract found: True
2026-04-05 18:52:40 | INFO | CI | VALIDATE: Primary subject found: True
2026-04-05 18:52:40 | INFO | CI | VALIDATE: Dateline found: True
2026-04-05 18:52:40 | INFO | CI | VALIDATE: HTML structure is valid.
2026-04-05 18:52:40 | INFO | CI | Sink: validated BeautifulSoup object
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | STAGE 03: TRANSFORM starting (crews_p5)...
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | Created DataFrame with 1 row and 10 columns
2026-04-05 18:52:40 | INFO | CI | Columns: ['arxiv_id', 'title', 'authors', 'subjects', 'submitted', 'abstract', 'abstract_word_count', 'author_count', 'crews_p5_pdf_url', 'crews_p5_primary_subject_code']
2026-04-05 18:52:40 | INFO | CI | DataFrame preview:
     arxiv_id                      title                                            authors  ... author_count                  crews_p5_pdf_url crews_p5_primary_subject_code
0  1706.03762  Attention Is All You Need  Ashish Vaswani, Noam Shazeer, Niki Parmar, Jak...  ...            8  https://arxiv.org/pdf/1706.03762                         cs.CL

[1 rows x 10 columns]
2026-04-05 18:52:40 | INFO | CI | Sink: Pandas DataFrame created
2026-04-05 18:52:40 | INFO | CI | Transformation complete.
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | STAGE 04: LOAD starting...
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | SINK PATH = data\processed\crews_p5_processed.csv
2026-04-05 18:52:40 | INFO | CI | ========================
2026-04-05 18:52:40 | INFO | CI | Pipeline executed successfully! (crews_p5)
2026-04-05 18:52:40 | INFO | CI | ========================
